driver_id,full_name,phone,vehicle_type,vehicle_plate,current_lat,current_lon,current_area,rating,total_trips,joined_at,is_active
4e2a5413-a6ca-40e7-b969-847fb3f8fab9,Arif Wati,083293947812,Motor,B 7202 HQ,-6.152888,106.846574,Jakarta Pusat,3.7,3017,2022-04-10 22:03:53,1
3e31b76b-0e91-45c9-b5b2-dd01b3d0cded,Rina Utami,087296125013,Motor,B 5123 VM,-6.170694,106.865493,Jakarta Pusat,3.9,4815,2022-03-01 06:18:22,0
5b75ad6a-08f5-42ac-b33a-8ffdbe212202,Rina Suharto,088992989654,Mobil,B 7138 YU,-6.207156,106.815857,Jakarta Selatan,4.4,978,2023-10-10 13:23:35,1
2a43c6c3-1450-4aeb-a14f-72e1a649ec8b,Ayu Wati,084359470496,Motor,B 9667 HI,-6.17286,106.835804,Jakarta Pusat,4.2,4669,2021-07-05 05:11:35,1
0204d367-9521-4e43-b062-8484b122dd06,Indah Firmansyah,083144906728,Motor,B 4220 CA,-6.138051,106.915786,Jakarta Utara,4.6,761,2023-05-17 08:45:14,1
848ac20d-9ed8-466f-b72e-a3ea308abd7a,Rizky Hidayat,087895892945,Mobil,B 3752 JG,-6.134796,106.759089,Jakarta Barat,4.6,591,2023-01-14 04:04:35,1
b6bef9ff-0d76-4f4d-8384-98f6487ff2d0,Hendra Hidayat,085925331943,Motor,B 7186 ZT,-6.160098,106.856819,Jakarta Pusat,4.4,1995,2023-07-07 01:23:46,0
95e24ae3-2943-4a6c-8ed9-f5d05fec8bae,Indah Suharto,087675912246,Motor,B 7320 KA,-6.239756,106.959326,Jakarta Timur,4.1,2191,2021-04-10 04:55:45,0
5f05b6e7-b1a3-432c-962e-38a2fd8f7cb8,Ahmad Rahayu,085010298696,Motor,B 4129 CN,-6.249101,106.881823,Jakarta Timur,3.6,2093,2021-09-13 20:05:09,1
2121dc1c-48db-4d45-be08-d2e78f836c33,Rina Saputra,087965784101,Motor,B 3189 DF,-6.263494,106.864268,Jakarta Selatan,3.6,3213,2023-08-23 15:57:44,1
ff415ef9-aae4-43e3-831b-83d0d540f00f,Rizky Anggraini,086993010605,Mobil,B 7237 TT,-6.1952,106.885511,Jakarta Timur,4.7,3718,2021-02-26 23:45:51,1
99e2b282-2e0a-4bfb-bc57-f4231eee4a23,Rina Santoso,084428309304,Motor,B 7426 AU,-6.152343,106.834296,Jakarta Pusat,4.2,4010,2022-03-09 06:27:17,1
9ee1c839-2e42-45e2-bff8-77e79144100e,Ayu Anggraini,088459420855,Motor,B 9500 WK,-6.158264,106.87745,Jakarta Timur,4.6,4922,2022-07-04 20:45:54,1
870a80d8-fa4b-4898-8a21-4b255c729d1d,Kevin Rahayu,089991712332,Motor,B 4762 AK,-6.210247,106.807067,Jakarta Selatan,4.0,3924,2023-01-31 20:14:06,0
55a7ad49-c4b9-4dfc-9196-90eb581b48c7,Lestari Wati,085969536044,Mobil,B 1259 PJ,-6.185869,106.963348,Jakarta Timur,4.6,826,2021-11-21 15:10:21,1
0cf566ef-dbbd-4419-b266-d5dd447df3ac,Mega Utami,082352474410,Motor,B 5599 HS,-6.11579,106.892976,Jakarta Utara,3.6,1946,2023-04-12 20:20:34,1
94cd1c65-dada-42db-a92c-18997e819d86,Citra Hidayat,089065004419,Mobil,B 7971 WA,-6.14439,106.846537,Jakarta Pusat,4.8,3443,2023-05-07 18:51:06,1
83a4944f-21cf-4ec4-a4d8-236534a58de9,Mega Suharto,085120990767,Motor,B 2426 BC,-6.18928,106.821424,Jakarta Selatan,4.3,1071,2023-01-26 05:43:01,0
8346a762-3653-4f18-9653-be816dfb9136,Rina Firmansyah,082380651805,Motor,B 3140 IL,-6.124812,106.903846,Jakarta Utara,4.4,508,2022-03-20 20:07:28,1
7060da2a-2848-4699-8f37-a960a3675a77,Citra Utami,083047100439,Motor,B 8710 YO,-6.127134,106.85735,Jakarta Utara,4.6,4849,2022-06-07 12:38:19,1
f00e9ab9-938b-43c1-a4d0-727cb1b00e07,Siti Wati,085653317940,Mobil,B 4661 PI,-6.207726,106.823389,Jakarta Selatan,4.3,2898,2023-11-26 03:29:26,1
b28880cc-2b0c-4525-8322-8ea593187969,Dimas Wijaya,084766278660,Mobil,B 1841 CV,-6.133179,106.853096,Jakarta Utara,4.2,2669,2023-05-06 15:39:38,1
01efb1d9-0b72-4732-ac9f-75342a47d6a2,Tari Kusuma,088946742242,Mobil,B 6369 FG,-6.221101,106.840763,Jakarta Selatan,4.7,3265,2021-09-30 02:17:00,0
b47226d7-7634-4ad7-92ae-2491a5e0037c,Rizky Firmansyah,082818082664,Motor,B 9470 KI,-6.154979,106.932011,Jakarta Timur,3.6,17,2021-03-23 22:06:59,1
701612d4-ef9c-413e-84b4-83d0810d4887,Sari Suharto,084629260534,Mobil,B 6240 PK,-6.163013,106.855725,Jakarta Pusat,3.8,4461,2021-07-20 05:50:44,1
b30a839e-4a7e-4a02-80c8-43f4637a9847,Ahmad Anggraini,085843240062,Motor,B 3638 TJ,-6.112971,106.880827,Jakarta Utara,4.1,2568,2023-01-19 21:02:05,1
01561dc0-9187-4bfe-9365-68b1fe0759fd,Maya Hidayat,082813009431,Mobil,B 5031 GI,-6.139129,106.825955,Jakarta Utara,4.8,634,2022-07-05 04:18:23,1
51780fcc-9672-4542-aa5e-eef2316d24c7,Bagas Utami,087634099882,Mobil,B 6723 TG,-6.227442,106.805108,Jakarta Selatan,4.5,4168,2021-08-12 13:50:21,1
35ddf1df-f383-42e2-b181-a4ce7f343b27,Putri Wijaya,081642911376,Motor,B 4791 BQ,-6.243404,106.879353,Jakarta Timur,4.7,2401,2022-08-21 10:37:39,1
bd18379c-af59-4749-b93b-d30a50673e49,Ahmad Setiawan,081699250801,Motor,B 1260 UT,-6.16751,106.792215,Jakarta Barat,4.9,724,2022-10-30 19:17:04,1
5386d62b-3418-44ec-9045-db074b6feb89,Dinda Saputra,081814216463,Motor,B 7807 PX,-6.195971,106.950428,Jakarta Timur,5.0,3394,2023-11-29 19:05:25,0
822bab5d-e8e1-4794-a4c2-da2639023d3a,Kevin Putra,086860663857,Motor,B 6850 LJ,-6.234508,106.858265,Jakarta Selatan,4.0,486,2022-06-16 09:13:19,1
99c38150-d8f2-4563-8629-455bc32c436d,Rizky Saputra,084237117666,Motor,B 2819 DB,-6.238917,106.906391,Jakarta Timur,3.7,1683,2023-12-17 21:40:05,1
1af25caf-9750-4aac-bd06-57c7ed96d3b7,Mega Pratama,083443485845,Motor,B 2347 GL,-6.107097,106.873736,Jakarta Utara,4.5,582,2021-07-30 04:07:51,1
87322120-06d6-48bf-bef7-556768fb5e89,Hendra Setiawan,081229227517,Mobil,B 5102 AN,-6.163182,106.802837,Jakarta Barat,3.7,3471,2022-12-23 14:11:25,1
5322b0c6-568a-4ce8-b634-423e887181b3,Aldi Nugroho,084851031655,Mobil,B 8159 FD,-6.144135,106.765586,Jakarta Barat,4.9,3451,2021-07-11 12:48:37,1
caaec6a6-f889-46d4-9340-7a6cf9abe7b4,Sari Pratama,086843453525,Motor,B 3855 SJ,-6.146955,106.776253,Jakarta Barat,3.6,4653,2023-06-19 06:54:54,1
6faebb72-97f5-4ebe-821c-8cac24e8a9b8,Gilang Nugroho,083958482724,Motor,B 8437 OY,-6.126205,106.88667,Jakarta Utara,3.7,3075,2021-09-02 22:51:10,1
337abd32-003e-4357-824e-fb7d1feb9905,Sari Suharto,088599912043,Motor,B 6869 CM,-6.151364,106.931527,Jakarta Timur,4.5,2744,2021-05-12 11:19:21,1
d4cedfa9-a622-4c80-ae1f-49bd9092e7de,Maya Anggraini,089449353426,Motor,B 8087 IY,-6.22237,106.961983,Jakarta Timur,4.0,1961,2022-09-04 09:51:54,1
a984681f-eb1f-4c0a-91d8-77d2075c2680,Budi Suharto,087760423032,Mobil,B 9820 LK,-6.141101,106.828494,Jakarta Pusat,3.9,86,2021-08-31 15:58:06,1
3676dde3-ed4b-4a92-9f3e-d0c9bf069780,Bagas Utami,081526768494,Motor,B 7156 OB,-6.203791,106.837929,Jakarta Selatan,4.6,1881,2022-06-23 12:02:40,0
0e5c27e2-1afa-4e63-b983-78c325761478,Dinda Kusuma,089913739154,Motor,B 6072 VC,-6.134815,106.799432,Jakarta Barat,4.2,275,2023-02-22 04:09:34,0
e76ce700-96aa-4858-abd2-f62eff10ea76,Ayu Suharto,082239737286,Motor,B 1206 XP,-6.275711,106.809855,Jakarta Selatan,4.4,1054,2022-10-05 12:19:38,1
a71d5c4e-87a5-4d93-a493-3a76cb282821,Aldi Saputra,087256346849,Motor,B 3935 WQ,-6.162497,106.765889,Jakarta Barat,4.6,1658,2021-10-03 17:11:33,1
6973a62c-3f33-426b-8646-8cee5bd9a146,Arif Setiawan,082157654926,Motor,B 7928 MQ,-6.231011,106.861929,Jakarta Selatan,4.9,585,2022-06-10 18:20:28,1
6e3366d4-4b7d-405f-8e09-11a7451cb148,Mega Anggraini,089665888275,Motor,B 7903 NR,-6.269019,106.816008,Jakarta Selatan,5.0,2480,2022-10-09 01:07:32,1
c558bbcd-1bb2-440e-b67b-56e40fb4407e,Yoga Pratama,086295795550,Motor,B 6597 SL,-6.186578,106.809119,Jakarta Selatan,4.0,3395,2022-01-25 17:38:24,1
478d3d70-93c5-4744-aea7-cf72537a7ba0,Tari Saputra,083435147779,Motor,B 5272 LC,-6.167332,106.849351,Jakarta Pusat,4.3,3067,2022-10-08 04:28:46,0
887bb393-ec34-4ca2-9e65-a0784a8cf31f,Fifi Hidayat,089267667535,Mobil,B 6110 RY,-6.154229,106.824076,Jakarta Pusat,4.5,3187,2021-08-14 18:05:02,0
dae89f98-35ef-44d2-88ee-1dafb9b8ed1d,Sari Suharto,089091405321,Mobil,B 4247 CS,-6.201827,106.952903,Jakarta Timur,4.1,1848,2023-02-28 07:46:10,1
a994a43d-65fe-4993-86c6-1d3c986b5250,Mega Kusuma,085986598529,Motor,B 3956 YL,-6.217303,106.81079,Jakarta Selatan,4.7,653,2021-11-15 05:56:48,0
37a37891-f1ea-481b-a160-640137572ed7,Rizky Kusuma,084664407372,Motor,B 2812 PM,-6.139827,106.83205,Jakarta Utara,3.8,894,2023-01-20 19:29:50,1
01e4448e-02f6-4036-bcc3-3302a8ed7a7e,Yoga Wati,089312278921,Motor,B 6667 HZ,-6.163774,106.896809,Jakarta Timur,4.1,3451,2023-11-26 17:18:44,1
e5b51282-d171-414a-9382-b3596751e3a4,Rina Pratama,083696056814,Motor,B 9033 OL,-6.160537,106.837415,Jakarta Pusat,4.1,2380,2023-01-01 19:38:39,1
b653f0f3-a0ec-4fb2-9d34-419b75ac84c9,Arif Utami,081114742547,Motor,B 3610 PG,-6.219061,106.877137,Jakarta Timur,3.5,1054,2022-04-08 21:04:30,1
d7b06c7a-b0df-44db-8728-295947b86225,Arif Setiawan,085837785580,Motor,B 3086 VX,-6.111622,106.850461,Jakarta Utara,3.8,2807,2023-12-16 06:41:03,0
7d4a1b14-d875-47ab-b2d0-3d503e8d573d,Ahmad Wijaya,084182483315,Motor,B 8033 VW,-6.198515,106.952808,Jakarta Timur,4.6,2709,2021-01-20 23:42:17,0
100481bc-c019-4c0e-858d-22f9a06432d8,Eko Firmansyah,089518599994,Motor,B 2538 UF,-6.155324,106.829994,Jakarta Pusat,4.3,653,2023-10-06 20:47:55,0
c88c6ceb-5066-4692-a32a-17078689e7a2,Dinda Putra,086066894727,Mobil,B 7442 HM,-6.246998,106.973318,Jakarta Timur,4.5,2498,2023-09-18 09:30:26,0
4e47d1e6-c04e-46e6-99fb-b0ce400bd97a,Rina Setiawan,088479178713,Motor,B 6509 AG,-6.152248,106.827918,Jakarta Pusat,3.8,4035,2022-05-22 23:55:37,1
303e70bd-8c77-45a0-a625-cc6a042d3ffc,Wahyu Kusuma,087258483068,Motor,B 6653 UW,-6.222192,106.979249,Jakarta Timur,3.8,891,2021-12-16 09:26:00,1
fcda569c-15a1-4a6a-a8bb-35ec6165a2af,Eko Anggraini,086754294849,Mobil,B 8399 DS,-6.143018,106.750092,Jakarta Barat,4.4,398,2023-12-07 17:59:20,1
9f827191-fe27-4340-adba-577b6a379fb6,Siti Rahayu,081826884813,Mobil,B 6402 EJ,-6.229867,106.834436,Jakarta Selatan,4.8,2402,2022-12-10 11:56:35,1
1d7d1e25-7296-44c4-8322-9fc515c0dcde,Bagas Rahayu,084078139448,Motor,B 1065 WC,-6.108027,106.879939,Jakarta Utara,4.0,2275,2023-02-25 00:07:56,0
23ccdc0e-4dbd-4c6c-a039-745f72e54ed5,Kevin Nugroho,082064788966,Motor,B 8216 NL,-6.253175,106.79714,Jakarta Selatan,3.7,1374,2022-09-14 07:32:31,1
51ea6dbd-9345-4be9-a492-889f57608fab,Wahyu Putra,089446090285,Motor,B 3146 SJ,-6.269148,106.8354,Jakarta Selatan,4.3,2168,2022-05-25 04:52:44,1
c0c03187-5f26-4265-87e9-8863183ed6ee,Fajar Firmansyah,086263027800,Motor,B 4894 RR,-6.142982,106.765587,Jakarta Barat,4.8,2821,2023-01-17 01:18:50,1
83124d90-0d35-4a00-bb0e-e0e1138fbd33,Budi Putra,089959325557,Motor,B 7558 XO,-6.150254,106.849131,Jakarta Pusat,4.3,1170,2021-05-21 10:30:13,1
540c6a10-13b8-4a76-b894-9e205f5aba52,Yoga Anggraini,085912048834,Motor,B 5665 CE,-6.132036,106.800543,Jakarta Barat,4.5,261,2021-10-20 11:11:29,0
fe1cbaa7-6be2-4cf4-81d9-f1dfa05152d2,Aldi Wijaya,081481276715,Mobil,B 9763 BO,-6.1725,106.943849,Jakarta Timur,3.7,1155,2022-09-29 13:03:25,1
acb317f0-1d88-4c5a-8f92-e4ad4f32368e,Reza Wati,088023448330,Motor,B 3587 AY,-6.102943,106.891196,Jakarta Utara,4.9,3507,2023-05-06 07:07:53,0
dc0b775e-d4a4-49c9-befc-8ab8d5e09e04,Tari Nugroho,083596821161,Mobil,B 4662 JY,-6.18215,106.82543,Jakarta Selatan,3.9,1843,2021-01-28 02:39:36,0
081d27ea-d86a-4772-a855-b0cda31ed685,Mega Hidayat,089010336935,Motor,B 7645 VK,-6.279904,106.841248,Jakarta Selatan,4.2,2361,2023-06-19 22:03:49,1
856a8add-3195-40b3-b09c-785810dac8cb,Yoga Hidayat,086737008204,Motor,B 2243 MI,-6.232168,106.815412,Jakarta Selatan,4.6,56,2022-08-31 13:01:17,1
2938331d-415b-44a0-a808-e80c9c2f71af,Rizky Hidayat,089416721388,Motor,B 9478 QN,-6.18462,106.924467,Jakarta Timur,4.3,486,2022-01-10 12:22:04,1
5332b83c-8b8a-4cb0-a83d-c135a124a5ab,Dimas Pratama,086466314154,Motor,B 6181 IP,-6.170219,106.84949,Jakarta Pusat,4.7,408,2021-10-01 13:23:12,1
472eac4a-2435-4967-840c-a94083102036,Yoga Rahayu,084761822188,Motor,B 6168 TZ,-6.244825,106.871554,Jakarta Timur,4.2,116,2021-05-21 18:41:23,1
60fa8298-c14e-4ff9-93e9-565e59e4ce67,Budi Wijaya,086738136719,Motor,B 5221 MO,-6.182848,106.976279,Jakarta Timur,4.9,1908,2021-02-24 05:59:31,1
c13f767a-afbf-4e47-802b-bd21409c4f37,Maya Nugroho,083987005743,Motor,B 5526 DG,-6.167799,106.772151,Jakarta Barat,3.7,4361,2023-06-09 06:40:21,1
e151ef6d-4b84-4c29-bd90-6f3ba965ce33,Yoga Hidayat,083511781382,Motor,B 5813 EV,-6.273232,106.807523,Jakarta Selatan,4.3,2083,2021-06-19 15:39:47,1
a67f1ffd-f983-4366-8d3f-381e167bc148,Mega Firmansyah,089315616959,Motor,B 6789 TJ,-6.171375,106.868324,Jakarta Pusat,4.8,127,2023-06-25 13:00:15,1
8ca9250f-e963-4b40-9603-223cbca28ccb,Rina Firmansyah,088270194064,Motor,B 4739 YY,-6.221731,106.960826,Jakarta Timur,3.7,4579,2022-05-03 00:37:56,0
51203f67-b409-49a8-9460-bc4d3961ed90,Lestari Hidayat,085932188694,Motor,B 2163 GY,-6.241081,106.824416,Jakarta Selatan,4.9,2547,2023-09-10 22:52:14,1
4ebd4cf2-b0a0-4e29-8bb4-0685ea8108d2,Hendra Pratama,083781639128,Mobil,B 5698 JV,-6.188811,106.977115,Jakarta Timur,4.5,1602,2023-05-05 13:42:37,1
342d3db0-d222-4ba0-b1c5-ed5fa4c19da8,Bagas Wijaya,088299188928,Motor,B 8335 WA,-6.230345,106.89627,Jakarta Timur,3.8,3138,2023-12-09 18:43:33,1
33176441-9e4d-4948-9670-dabd06d106bd,Bagas Kusuma,088120716593,Motor,B 2920 HH,-6.158483,106.837413,Jakarta Pusat,4.7,873,2022-04-25 21:16:17,1
32292a60-64ab-4f46-bb3a-43c808d2bbdc,Gilang Nugroho,086170709307,Mobil,B 2171 SE,-6.208504,106.907523,Jakarta Timur,5.0,4586,2022-11-29 14:46:50,1
7df06905-45c2-4f93-8d6d-a108b2b10857,Arif Santoso,085068767682,Motor,B 1548 LQ,-6.137637,106.835609,Jakarta Utara,4.4,1531,2022-11-21 14:12:04,1
9d0cc144-b1c5-4178-9d35-6a41c52b7b48,Lestari Wati,087281117200,Mobil,B 2814 TU,-6.167678,106.820648,Jakarta Pusat,3.8,4901,2022-11-12 06:19:33,0
48f0d120-1519-42c3-8f6b-7b2186cb23a1,Lestari Saputra,081835413170,Mobil,B 5617 SN,-6.12488,106.85416,Jakarta Utara,4.2,2129,2022-12-24 20:56:14,1
56c2c87c-4f79-4949-9445-6e893a9c6d3f,Dewi Anggraini,085569512466,Motor,B 5868 VZ,-6.164182,106.776209,Jakarta Barat,4.9,4255,2021-10-04 01:03:53,1
1e00e570-9314-46ca-830e-7888ef8f3406,Tari Rahayu,088316513672,Motor,B 9529 LD,-6.111188,106.88547,Jakarta Utara,4.6,853,2023-07-27 13:44:25,1
105148bf-3c5d-41cb-9649-001ee813704f,Dimas Anggraini,087956213697,Motor,B 6239 ON,-6.232368,106.809972,Jakarta Selatan,3.9,3454,2021-12-27 17:55:04,0
6440645f-9019-4bed-a76f-0f1261e6fb1e,Siti Firmansyah,081191674162,Motor,B 9257 XG,-6.176986,106.773097,Jakarta Barat,5.0,4785,2023-04-07 12:32:42,1
52df26fd-a906-4ac5-9535-e7442c1c102d,Rizky Hidayat,085078336344,Mobil,B 1845 HU,-6.144873,106.754198,Jakarta Barat,3.9,2828,2023-01-24 05:11:04,0
4cc3b23b-b3bb-46b8-a919-79743e03b1ba,Fajar Anggraini,082942777291,Motor,B 6891 EI,-6.105836,106.897743,Jakarta Utara,4.7,3713,2023-06-18 00:31:34,1
f0bea352-2888-4fc0-b4b7-8cee0b33fad4,Dimas Wijaya,087795626608,Motor,B 7593 GR,-6.136821,106.809903,Jakarta Barat,4.3,1669,2023-01-01 21:50:29,1
d1fa3fa6-f9ac-4a1c-a2cb-e704987a3374,Rizky Firmansyah,087762302462,Motor,B 9376 UM,-6.121441,106.857754,Jakarta Utara,4.4,3800,2023-10-31 04:26:51,1
ba7ed782-6eb0-47e0-bb1c-4987a4c3f077,Dinda Hidayat,087013299804,Motor,B 6644 UI,-6.101893,106.919766,Jakarta Utara,4.2,3646,2023-09-10 16:51:46,1
14feb65b-bdff-4d6f-8e6f-b719c15086ac,Nisa Setiawan,088830806031,Motor,B 5596 CY,-6.155022,106.863391,Jakarta Pusat,4.7,1449,2021-07-10 20:16:32,1
ea1d77b9-3165-417b-ac28-93159ab6bf4a,Eko Setiawan,083356777235,Motor,B 5107 XD,-6.144654,106.858215,Jakarta Pusat,4.9,2963,2022-09-01 13:46:50,1
726051f1-180e-405c-b3bd-9f328730deb9,Dimas Rahayu,085082312784,Motor,B 2401 IY,-6.176779,106.783133,Jakarta Barat,3.5,1912,2021-09-13 01:19:12,1
f90139f5-252f-437f-9339-f2f75f1e7c26,Aldi Pratama,082967860255,Mobil,B 4125 KV,-6.167894,106.865743,Jakarta Pusat,4.0,84,2023-02-24 14:58:59,1
e5da849d-4e51-436a-a380-5195d8499045,Kevin Utami,086477611581,Mobil,B 3281 CG,-6.154878,106.909632,Jakarta Timur,3.7,3013,2021-06-05 18:01:41,1
b7111279-6e03-4a59-9b60-23d0587d8887,Bagas Hidayat,085061799273,Motor,B 4445 JO,-6.105983,106.860778,Jakarta Utara,4.1,4301,2023-04-14 00:43:48,1
e4fd1078-960e-4d15-8ea1-172c927cbab3,Fajar Santoso,083279882508,Motor,B 7472 OV,-6.233,106.909765,Jakarta Timur,3.8,1724,2022-11-14 12:36:34,1
cab16ee0-873a-4891-87c3-c3ee3a199286,Aldi Pratama,081523841579,Mobil,B 3583 XM,-6.139342,106.875411,Jakarta Utara,5.0,1257,2022-08-25 20:59:35,1
d3cbe937-6b06-4402-a4f3-47905a9d9e26,Ayu Pratama,089577056481,Motor,B 2322 UC,-6.24884,106.793928,Jakarta Selatan,4.1,1972,2022-03-18 03:36:25,1
3f72128a-ef9b-4a9d-90a6-49b1c1b46d2c,Tari Firmansyah,082218195748,Motor,B 7360 NH,-6.105662,106.887981,Jakarta Utara,4.7,3545,2021-12-22 07:58:18,1
99a0734c-4cee-4de3-a3a5-7326e459bcb8,Arif Kusuma,081948937138,Motor,B 9739 UK,-6.222588,106.962079,Jakarta Timur,4.2,3109,2022-04-21 09:30:56,1
