user_id,full_name,email,phone,date_of_birth,gender,address_area,lat,lon,created_at,is_active
25a2f8b7-4402-43e2-856c-fc496e2a3da3,Nisa Kusuma,nisa.kusuma465@gmail.com,084377187530,1975-09-04,M,Jakarta Barat,-6.137917,106.780613,2022-06-04 11:58:18,1
39fefcfb-97de-4c17-a2ae-c1d2ab2ca640,Arif Kusuma,arif.kusuma553@outlook.com,081090388981,1984-08-01,F,Jakarta Pusat,-6.142482,106.863936,2023-10-08 23:22:08,1
ccc2b744-0879-4b1b-88bc-db5bd43429a9,Siti Pratama,siti.pratama900@outlook.com,082021496211,1995-02-25,M,Jakarta Timur,-6.173417,106.884123,2023-01-05 03:54:20,1
ca949781-c560-4ec8-88b7-2516092e6479,Bagas Wati,bagas.wati622@yahoo.com,083782383095,1976-12-10,F,Jakarta Selatan,-6.180485,106.84199,2022-12-07 06:46:38,1
5cbbf584-3acf-4e8d-8d01-dc9412f52725,Ayu Pratama,ayu.pratama66@yahoo.com,081288961459,1999-04-19,M,Jakarta Utara,-6.139712,106.890784,2022-02-15 17:29:11,1
6230cb23-e16b-465b-95f4-44d282a611b5,Reza Santoso,reza.santoso881@yahoo.com,081979008866,1979-05-22,F,Jakarta Selatan,-6.258576,106.800585,2023-12-28 15:14:57,1
8ce48352-5016-4fcc-b276-37fa36e80ab3,Citra Nugroho,citra.nugroho827@yahoo.com,083422660194,1970-11-14,M,Jakarta Barat,-6.158821,106.777362,2023-07-21 06:57:32,1
c46ca83e-ec83-49f5-9245-90938e91d325,Siti Hidayat,siti.hidayat746@yahoo.com,082343374088,1976-04-18,M,Jakarta Selatan,-6.265982,106.804679,2022-12-26 08:00:44,1
786cf183-a516-4327-be8b-a2ea0b760a05,Kevin Putra,kevin.putra883@outlook.com,082216789850,2005-09-27,M,Jakarta Pusat,-6.141085,106.866318,2023-10-22 04:50:06,1
bd2d09eb-b74e-4f07-aae1-8cbb96e1a1c4,Nisa Nugroho,nisa.nugroho493@gmail.com,086117869910,1974-07-01,F,Jakarta Selatan,-6.25348,106.852726,2022-12-20 09:58:14,0
a5af681c-8064-4b05-8eca-e34c3a9f2a31,Wahyu Anggraini,wahyu.anggraini803@outlook.com,089475319931,1973-04-10,M,Jakarta Utara,-6.101252,106.877918,2023-02-26 03:15:04,1
74d9fca1-c007-493e-803e-7727e7fab6fa,Siti Santoso,siti.santoso599@yahoo.com,087481286543,1974-01-17,M,Jakarta Pusat,-6.145203,106.823426,2022-02-22 18:52:56,0
afa63be5-4777-4d59-bfc2-3b67e1816669,Dewi Saputra,dewi.saputra584@gmail.com,088489795010,1966-10-03,F,Jakarta Selatan,-6.214263,106.835218,2022-09-03 17:33:40,1
24d2cbf3-9717-4b84-9316-2ea4a1fb938f,Lestari Anggraini,lestari.anggraini322@gmail.com,084363121477,1972-11-21,M,Jakarta Barat,-6.157139,106.814321,2023-12-28 19:21:05,1
a02921ae-3972-4b55-8577-9cfa332f53ae,Kevin Utami,kevin.utami577@gmail.com,081982160068,1977-09-09,M,Jakarta Utara,-6.10267,106.908086,2023-11-14 22:47:07,1
5c58ccb2-7c06-4366-a0fa-66f0792f121b,Putri Kusuma,putri.kusuma449@outlook.com,084892097999,2005-09-01,M,Jakarta Timur,-6.220062,106.942973,2023-11-14 01:28:23,1
23c04bd0-f8f5-4978-ad2e-660d0997455d,Dewi Saputra,dewi.saputra110@outlook.com,088030863865,1981-05-20,F,Jakarta Utara,-6.111296,106.84036,2023-05-08 15:03:08,0
79ab2c00-eea6-4a91-b52c-5bae5883e068,Rizky Saputra,rizky.saputra930@gmail.com,082195132217,1991-05-02,M,Jakarta Pusat,-6.163326,106.826541,2022-07-23 11:12:00,0
faa2c5a9-c2e3-44a7-b86c-d949a958f52d,Sari Anggraini,sari.anggraini438@outlook.com,081125015458,1968-12-05,M,Jakarta Timur,-6.246397,106.910614,2023-03-06 03:48:51,0
18f554b5-26e4-4cc9-8abb-5b4ab813ce1b,Eko Santoso,eko.santoso316@yahoo.com,081558024342,1977-11-08,F,Jakarta Pusat,-6.162621,106.847994,2023-11-11 09:49:37,1
9caa95da-fd20-47b3-8cc6-f5084f4219c0,Indah Saputra,indah.saputra243@gmail.com,083265337219,1965-03-24,M,Jakarta Barat,-6.140881,106.772937,2023-06-05 07:58:26,1
c8849628-c521-49b1-b2a4-01fde484bed7,Rina Putra,rina.putra719@gmail.com,085815197528,1994-04-07,M,Jakarta Selatan,-6.245034,106.855643,2023-11-08 18:38:19,1
683bf684-9b0c-4dee-9d71-0d13a4d2e099,Budi Firmansyah,budi.firmansyah198@yahoo.com,085247393469,1968-05-12,F,Jakarta Timur,-6.210032,106.977926,2023-02-21 11:47:08,1
a27274f7-968e-45a5-97e7-aade5daf99a5,Dewi Saputra,dewi.saputra994@yahoo.com,083287925434,1980-01-04,F,Jakarta Timur,-6.206544,106.95014,2022-09-01 15:22:08,1
644dc1de-1127-4878-a3e1-86a43ffcaf7b,Aldi Saputra,aldi.saputra591@gmail.com,084215957459,1991-01-17,M,Jakarta Timur,-6.181314,106.973429,2023-07-27 11:22:42,1
bdcef31f-5f27-49dc-9492-ed95096f015d,Nisa Wijaya,nisa.wijaya972@outlook.com,085293638503,1984-11-28,F,Jakarta Pusat,-6.149809,106.835016,2022-08-29 05:29:02,1
8f60ea75-375b-4b1e-82a8-1039f395ab5a,Aldi Anggraini,aldi.anggraini303@outlook.com,082635748341,1990-11-13,M,Jakarta Utara,-6.115379,106.850095,2023-03-02 14:17:23,1
f1d8bba8-a909-4b76-b4fd-6fde6f32fdd5,Putri Pratama,putri.pratama441@outlook.com,088797873101,1984-08-15,M,Jakarta Selatan,-6.212437,106.830894,2023-09-09 12:18:00,1
edc13384-d68f-41e3-85f9-156f9f49407d,Putri Setiawan,putri.setiawan680@outlook.com,088954988206,1969-04-22,M,Jakarta Barat,-6.168768,106.75593,2022-01-19 23:19:20,1
e8021ed1-05e3-4ba4-bc8e-2beb6ce43164,Dinda Utami,dinda.utami871@gmail.com,086865625330,2004-10-07,M,Jakarta Selatan,-6.230562,106.809519,2023-05-25 13:48:27,1
40cc12db-231c-4d57-940f-6d15ba51e5f5,Arif Hidayat,arif.hidayat225@gmail.com,089979519112,1993-01-18,F,Jakarta Utara,-6.103301,106.832136,2022-04-14 13:37:15,1
824a0d1f-7346-403d-9f1f-99fc81f2ddd2,Arif Saputra,arif.saputra454@outlook.com,087467276174,1999-08-06,F,Jakarta Selatan,-6.234993,106.850142,2023-10-15 08:10:44,0
aea64a3a-5b7a-47de-980c-015b860bfe87,Hendra Pratama,hendra.pratama282@yahoo.com,081948349783,1979-05-11,M,Jakarta Barat,-6.135349,106.746446,2022-04-28 03:41:14,0
710b0099-bea9-4c5b-b3fd-7557b796cfa7,Wahyu Kusuma,wahyu.kusuma724@gmail.com,081865682626,1990-06-18,F,Jakarta Selatan,-6.238423,106.806547,2022-11-23 08:02:34,1
ddcdf406-1073-41c3-a515-32a2699a1117,Tari Saputra,tari.saputra784@outlook.com,085874019136,1964-06-10,M,Jakarta Selatan,-6.194655,106.866274,2022-11-22 11:07:22,0
038f873f-2ae1-4a9f-96ea-a9ac1ba6cfff,Ayu Suharto,ayu.suharto447@yahoo.com,081362191530,1985-11-22,M,Jakarta Selatan,-6.207582,106.85724,2023-12-16 05:29:53,1
552452f4-94d9-4a3d-a3bc-151953740e3b,Indah Hidayat,indah.hidayat607@outlook.com,089413637575,1969-11-14,F,Jakarta Utara,-6.105326,106.838173,2022-07-22 01:39:54,1
8db8d7ba-a01a-4000-9e16-06d063ef8198,Fajar Nugroho,fajar.nugroho335@yahoo.com,085847346970,1990-05-27,F,Jakarta Pusat,-6.158539,106.857451,2022-02-10 10:56:45,1
ca4b2058-bf79-49c4-b452-ae0c82f7e000,Hendra Wijaya,hendra.wijaya800@outlook.com,081514164775,1979-04-27,M,Jakarta Pusat,-6.153253,106.831927,2023-01-03 19:49:04,1
61c925ba-e01f-4b69-9c1d-6328d90cbaae,Kevin Anggraini,kevin.anggraini263@yahoo.com,083191321540,2002-12-23,M,Jakarta Pusat,-6.147777,106.828188,2022-08-30 14:11:08,1
6b857ff8-6f78-4d7f-be68-b9c9541c46b9,Indah Suharto,indah.suharto590@outlook.com,085863238057,1976-02-19,M,Jakarta Utara,-6.135924,106.897248,2023-10-23 10:36:53,1
b649a13d-380d-4daf-a092-446975052749,Mega Setiawan,mega.setiawan439@outlook.com,085719255216,1996-11-11,F,Jakarta Pusat,-6.145265,106.861117,2022-03-23 23:23:13,1
8df461ed-33a2-4273-888a-f189fd13fe0c,Hendra Saputra,hendra.saputra849@yahoo.com,082968450095,1975-12-17,F,Jakarta Barat,-6.149204,106.813569,2023-08-25 16:21:47,0
367061bc-2109-471b-b148-601c4ca7ec6a,Nisa Wati,nisa.wati749@outlook.com,084453258988,1979-02-09,F,Jakarta Selatan,-6.255614,106.827177,2023-04-20 01:24:27,1
445955c0-6090-4f83-b204-bac7b3ddb090,Budi Nugroho,budi.nugroho872@yahoo.com,083375437844,1977-06-26,F,Jakarta Barat,-6.162983,106.810426,2023-06-29 15:00:44,1
03c07a56-9fc4-467b-a4fe-655c5cce34b7,Bagas Pratama,bagas.pratama88@gmail.com,086275575808,1999-04-23,M,Jakarta Selatan,-6.21541,106.829266,2023-09-08 21:20:24,1
980850cf-33b8-420b-9434-3a000da2dfe6,Putri Pratama,putri.pratama415@outlook.com,084151098277,2006-10-12,F,Jakarta Selatan,-6.224653,106.817501,2023-08-03 09:14:39,1
b1ccf1d6-3bb9-4ac0-a4ae-14084a86bd67,Wahyu Nugroho,wahyu.nugroho278@yahoo.com,084240942292,1971-12-07,M,Jakarta Barat,-6.174022,106.782869,2023-08-16 00:14:38,1
13ae08c5-673f-440d-a736-cad0a40586ac,Fajar Anggraini,fajar.anggraini496@yahoo.com,088580415568,2002-05-04,M,Jakarta Utara,-6.12815,106.856088,2022-08-23 18:40:34,1
2b2e7b94-0853-4816-b970-3d62c0fce892,Rizky Santoso,rizky.santoso998@gmail.com,088049209916,1972-11-28,F,Jakarta Selatan,-6.269741,106.790981,2022-08-09 20:28:09,0
c94685f8-b961-48bd-8862-5dd901bac1b6,Kevin Rahayu,kevin.rahayu189@gmail.com,084274119726,1971-02-13,M,Jakarta Selatan,-6.272592,106.840356,2022-02-11 15:20:44,1
add0d9d5-a70f-4bfb-b84d-7fc4f6ba5b53,Citra Utami,citra.utami972@yahoo.com,082043311626,1971-09-25,F,Jakarta Selatan,-6.219368,106.853259,2022-06-25 07:06:47,0
87f028ed-4af3-49e6-8d03-764ea68fa2dd,Indah Nugroho,indah.nugroho305@outlook.com,086450987442,2000-10-02,M,Jakarta Timur,-6.153989,106.880916,2023-08-16 10:27:00,1
d67e0bdf-ce94-4249-86de-648c00d84738,Rizky Firmansyah,rizky.firmansyah84@gmail.com,084033328859,1999-02-06,F,Jakarta Pusat,-6.160702,106.854469,2022-12-31 23:48:12,1
8e1b7466-ba97-49c6-b9e1-124429c6d91f,Ayu Suharto,ayu.suharto724@yahoo.com,089970939053,1968-11-08,M,Jakarta Barat,-6.140609,106.790005,2023-05-29 13:20:42,0
28ee17de-7f4c-4003-ade3-147fe4590470,Dewi Setiawan,dewi.setiawan231@outlook.com,082945652586,1973-02-02,F,Jakarta Utara,-6.108295,106.879504,2023-10-03 04:57:10,0
c3e313ae-ef67-4c0e-ae4d-fe4665dbb977,Dewi Nugroho,dewi.nugroho706@yahoo.com,089964023778,1981-09-18,F,Jakarta Selatan,-6.236224,106.837843,2023-11-22 20:02:39,1
b26651dd-3842-415e-b51e-f9b5b7b219d0,Fifi Suharto,fifi.suharto27@gmail.com,083987201917,2001-01-25,F,Jakarta Barat,-6.151188,106.801049,2022-05-17 01:47:30,0
d92d71c9-dede-400f-a68a-af2f5a96cd45,Indah Suharto,indah.suharto186@outlook.com,086595199362,1995-02-16,M,Jakarta Barat,-6.159583,106.765685,2022-03-23 05:52:59,1
4d7c6b17-0a29-4627-a9d8-fc0456a8518c,Nisa Anggraini,nisa.anggraini508@yahoo.com,089463747791,1999-01-15,F,Jakarta Pusat,-6.163992,106.836164,2023-08-24 01:20:13,1
34a4658e-d483-44e0-9da9-6ac597249b8a,Lestari Wati,lestari.wati556@yahoo.com,086217275149,1976-09-12,M,Jakarta Timur,-6.174356,106.938795,2023-08-14 07:15:01,1
9267a3cc-6bb0-4abe-9abb-841cfc3c40dd,Rizky Setiawan,rizky.setiawan135@yahoo.com,086675056916,1971-01-21,M,Jakarta Timur,-6.170069,106.948076,2022-08-30 08:48:08,0
f75a1b02-15a2-42ec-96fd-4eb04948420b,Ahmad Pratama,ahmad.pratama862@gmail.com,086925766039,2005-03-16,F,Jakarta Barat,-6.154556,106.761874,2023-10-11 08:22:55,0
606307a3-812d-465c-8f5e-73a876a53e45,Ayu Nugroho,ayu.nugroho565@gmail.com,085935583290,2002-09-24,F,Jakarta Utara,-6.105439,106.847625,2023-09-06 14:46:57,1
fcbaaff1-604d-47aa-a100-63332c26528f,Indah Putra,indah.putra520@yahoo.com,081047962005,1983-10-19,F,Jakarta Selatan,-6.193474,106.825724,2023-01-12 04:46:40,1
2a05ce07-1fce-41b5-8125-f9eb54a7a46b,Sari Putra,sari.putra557@yahoo.com,086853188224,1976-12-08,M,Jakarta Timur,-6.211703,106.964161,2022-11-16 01:24:10,1
8712b9eb-b1e3-4848-8b2b-2e67e3618d86,Maya Nugroho,maya.nugroho723@yahoo.com,085999078806,2005-03-16,M,Jakarta Pusat,-6.170581,106.868268,2022-09-15 20:49:47,0
5a774056-d171-40bc-aa02-e5bb348da8ac,Dewi Setiawan,dewi.setiawan933@yahoo.com,081129348212,1990-11-05,F,Jakarta Pusat,-6.158568,106.86846,2022-09-20 23:14:19,1
3d476883-fbf3-4154-b428-5a0241f0a9d2,Tari Rahayu,tari.rahayu873@outlook.com,087861003997,1984-11-23,M,Jakarta Selatan,-6.192762,106.792872,2022-02-23 03:27:18,1
8c9640e7-b013-4446-95a1-774f43195c68,Ayu Anggraini,ayu.anggraini93@yahoo.com,082295060193,1970-08-06,M,Jakarta Barat,-6.134829,106.743679,2023-09-11 09:11:23,1
688359b0-a6eb-45cb-b102-b046b7dab2a4,Mega Rahayu,mega.rahayu442@gmail.com,084181291936,1990-10-22,F,Jakarta Utara,-6.133201,106.827897,2023-11-08 09:37:36,1
44c6b32c-7f3b-47d1-a467-b8d77c791aee,Dinda Saputra,dinda.saputra598@gmail.com,083971894493,2004-05-15,F,Jakarta Barat,-6.146658,106.811913,2022-12-28 08:56:57,1
411d1ffc-49e0-4c98-a2dc-b4c77e8c8042,Ahmad Nugroho,ahmad.nugroho968@yahoo.com,088550151803,2004-07-23,F,Jakarta Barat,-6.157158,106.76417,2022-10-26 19:12:06,1
9313e65f-7f76-4cd3-9e73-bec5df486edc,Ayu Hidayat,ayu.hidayat586@yahoo.com,088349711319,1982-01-27,M,Jakarta Selatan,-6.252552,106.835274,2023-06-17 16:13:44,0
acc9e707-1caf-410e-b7a6-ce41e7dfd7dd,Gilang Saputra,gilang.saputra925@yahoo.com,083991478884,1986-04-21,M,Jakarta Utara,-6.115164,106.887776,2023-07-14 23:04:44,1
e36761b9-c096-47a3-9409-9dd8f38047fc,Reza Firmansyah,reza.firmansyah662@gmail.com,084969166287,1966-10-12,F,Jakarta Utara,-6.136395,106.849511,2023-08-04 14:03:11,1
a74a9bfc-ed96-44f5-b517-6391e4272579,Fajar Kusuma,fajar.kusuma806@outlook.com,085681249799,1996-05-27,F,Jakarta Utara,-6.129721,106.902469,2023-01-10 06:17:40,1
e783bf0d-75c4-4b09-840d-da64d34bac15,Citra Wijaya,citra.wijaya480@gmail.com,082840281491,2007-12-22,M,Jakarta Selatan,-6.183273,106.854367,2022-10-12 02:32:28,0
9d8892c6-2f82-4a97-86f3-c925a28b8e77,Budi Suharto,budi.suharto550@gmail.com,086859470729,2007-12-22,M,Jakarta Barat,-6.150772,106.805793,2022-10-16 12:46:14,1
4e772fde-f2fa-4410-9406-bb00feac39b4,Dinda Santoso,dinda.santoso635@outlook.com,085191883846,1978-11-03,M,Jakarta Selatan,-6.189061,106.814175,2022-11-14 03:11:11,1
9affa34e-f297-41f7-bb7e-2b0dde562c0f,Siti Santoso,siti.santoso312@yahoo.com,082423044889,1979-09-05,F,Jakarta Selatan,-6.234636,106.843639,2023-08-01 05:08:09,1
147f9bbc-5cb0-408d-840a-29c7d54d5d45,Reza Hidayat,reza.hidayat671@gmail.com,087292631441,1990-05-02,F,Jakarta Barat,-6.169137,106.775576,2022-07-03 09:27:30,1
8a9e8963-fecc-4f29-86fc-7f1a1401d803,Lestari Rahayu,lestari.rahayu558@outlook.com,085518126895,1989-05-07,M,Jakarta Pusat,-6.141785,106.86121,2022-03-13 04:54:59,1
16245275-ae5f-4be0-9084-ba070f636f58,Siti Putra,siti.putra342@gmail.com,082685776373,1977-02-27,M,Jakarta Timur,-6.229284,106.893755,2023-11-07 12:17:52,1
34f41a4e-c28c-4cb9-9255-33b3a48ba7e7,Arif Kusuma,arif.kusuma808@outlook.com,081047215199,1973-03-18,M,Jakarta Barat,-6.140074,106.748794,2023-11-04 23:45:33,1
4926cdcb-aaa9-4ad5-84c6-50d1ae43d724,Budi Rahayu,budi.rahayu809@gmail.com,088553455870,1965-03-09,M,Jakarta Pusat,-6.170563,106.841048,2022-03-30 06:34:35,0
a712c619-da8c-4006-9114-6e74b675c6c5,Kevin Putra,kevin.putra371@outlook.com,088524636981,1992-09-08,F,Jakarta Timur,-6.245663,106.956155,2023-11-05 09:41:43,0
46f8d72d-9832-4e83-8112-1e430ab9edfe,Hendra Santoso,hendra.santoso63@yahoo.com,086167213476,2007-02-16,M,Jakarta Selatan,-6.272651,106.796463,2023-04-18 11:29:09,1
c40bdddd-3aa2-4348-9b93-297a54c58710,Eko Suharto,eko.suharto640@outlook.com,088483599154,1984-07-20,M,Jakarta Timur,-6.22051,106.925611,2022-12-01 03:29:48,1
378dda9e-8bb3-4aa7-b126-34ae1a261685,Tari Firmansyah,tari.firmansyah667@outlook.com,083767723010,1992-04-14,M,Jakarta Barat,-6.138629,106.771898,2023-07-21 16:57:46,1
807688bd-48c7-459e-9418-8509ed4e79d4,Nisa Rahayu,nisa.rahayu682@yahoo.com,085730486849,2007-08-03,F,Jakarta Pusat,-6.145888,106.824662,2022-03-17 00:05:29,1
d9aea931-9cd5-423e-8c96-97faed8e39a3,Sari Santoso,sari.santoso601@outlook.com,088154244334,2006-02-14,M,Jakarta Barat,-6.13632,106.81529,2022-11-25 12:06:51,1
371718f2-6586-41af-9099-e8ef58349890,Fifi Suharto,fifi.suharto361@gmail.com,088378103759,1977-03-22,F,Jakarta Selatan,-6.257576,106.798657,2023-10-19 14:54:09,1
ede6bbd1-25b7-4188-896b-4ae693b6a446,Arif Suharto,arif.suharto588@gmail.com,086485291541,2003-10-22,F,Jakarta Timur,-6.247375,106.972199,2023-10-07 06:16:11,1
f4c9f5d9-d7a4-4588-afdf-aef03093d91d,Rina Suharto,rina.suharto720@yahoo.com,085357113566,1964-03-28,M,Jakarta Utara,-6.117347,106.860078,2022-04-21 04:44:06,1
05dcca59-dc20-41dc-b6f6-93726212e17f,Maya Setiawan,maya.setiawan221@yahoo.com,086370887307,1985-03-12,M,Jakarta Barat,-6.14392,106.802147,2023-03-17 20:42:38,1
a8479e72-da12-41b0-b3da-2416483d9026,Eko Kusuma,eko.kusuma773@outlook.com,081620949687,1981-08-22,M,Jakarta Selatan,-6.231434,106.825364,2022-08-01 04:11:56,1
1a603695-96bd-4420-9967-1b0f2d71ac5f,Mega Hidayat,mega.hidayat114@yahoo.com,089689609131,1995-09-22,M,Jakarta Barat,-6.177729,106.771621,2023-04-11 12:13:37,1
3f32fc1b-ad8c-4958-bba2-d1b05356dc14,Fajar Suharto,fajar.suharto969@gmail.com,082744295247,1982-06-04,F,Jakarta Pusat,-6.157592,106.841533,2022-04-11 08:11:45,1
b9c86576-ca68-4da5-bbfc-ac2d45b918d1,Bagas Setiawan,bagas.setiawan854@outlook.com,085519673809,1989-12-02,F,Jakarta Selatan,-6.278126,106.863693,2023-11-01 14:53:43,0
532b36e6-2919-45f1-a24f-7eabd2a957f9,Yoga Hidayat,yoga.hidayat727@outlook.com,086348858073,1971-07-01,F,Jakarta Barat,-6.171406,106.815809,2022-12-24 08:49:40,1
4dfeeaa0-aa3a-451a-9960-af96d40e2441,Nisa Wati,nisa.wati109@gmail.com,086589036966,1989-09-03,F,Jakarta Selatan,-6.192948,106.849664,2022-06-22 02:24:09,1
8a3ec108-6fa8-4f29-a072-e38cc383f84d,Ahmad Setiawan,ahmad.setiawan649@gmail.com,087778444607,1976-06-12,M,Jakarta Utara,-6.130549,106.834644,2022-06-03 05:24:46,1
6b2ca115-b1e3-4d0c-9b12-0e39471c33ae,Arif Putra,arif.putra672@gmail.com,083294281857,1995-08-25,F,Jakarta Timur,-6.174012,106.91938,2023-12-19 19:29:02,1
cd9225d9-efc5-40ae-9372-49176f8f7145,Eko Nugroho,eko.nugroho70@yahoo.com,086694743076,1983-05-19,F,Jakarta Pusat,-6.162682,106.82371,2022-12-25 15:30:13,1
53b554d1-c85a-4724-85dd-02e5dee8bfb5,Siti Rahayu,siti.rahayu852@yahoo.com,081996525668,1969-10-20,M,Jakarta Timur,-6.211552,106.933836,2023-09-08 00:33:12,0
626baea0-0f92-4cae-9c24-6cd8c6e3e31a,Indah Putra,indah.putra586@outlook.com,083453154591,2002-08-17,F,Jakarta Utara,-6.101691,106.865052,2023-09-22 21:31:01,1
42571503-5206-43c5-ad79-84acf8087e33,Bagas Firmansyah,bagas.firmansyah177@gmail.com,084168754920,1992-09-17,F,Jakarta Timur,-6.234125,106.911014,2022-08-08 17:31:06,0
8df30bd2-d0a4-4203-9fe3-6e5bfdd73b7b,Arif Rahayu,arif.rahayu696@outlook.com,081694676162,2005-06-03,F,Jakarta Barat,-6.175275,106.79427,2022-08-09 16:53:00,1
e088f047-48d0-4cab-85d1-5906b821d556,Dimas Wijaya,dimas.wijaya597@outlook.com,082856952151,1983-11-23,F,Jakarta Selatan,-6.267105,106.846707,2022-03-07 19:16:36,0
7b06843f-1f26-4a4a-bbf7-262430897dd8,Hendra Putra,hendra.putra337@gmail.com,089580651318,1969-11-22,M,Jakarta Selatan,-6.229151,106.791458,2022-08-28 21:40:51,1
657c6469-c10e-466c-9236-21c8e3e45ea7,Dimas Putra,dimas.putra498@gmail.com,083828463709,1973-02-10,M,Jakarta Pusat,-6.157231,106.846989,2023-07-28 17:19:19,1
f660ca26-f8c3-4e9d-bfcd-84405b7468de,Reza Putra,reza.putra633@gmail.com,088660562485,1973-03-06,M,Jakarta Timur,-6.169096,106.888209,2022-12-06 22:49:25,0
54c3b3f0-f52a-4dca-9282-dbe80ceb4ccb,Mega Firmansyah,mega.firmansyah737@gmail.com,086691952730,1982-12-26,F,Jakarta Selatan,-6.2566,106.809133,2023-09-21 01:50:29,1
67ed0afc-9ae3-4651-8265-ac24e3ff8423,Mega Firmansyah,mega.firmansyah970@outlook.com,086671965637,1982-07-17,M,Jakarta Timur,-6.208134,106.887826,2022-06-05 02:38:07,1
575a4126-ec67-4e46-b3de-2fdecea0935a,Siti Firmansyah,siti.firmansyah493@yahoo.com,088023769360,1997-02-10,M,Jakarta Pusat,-6.148291,106.83364,2023-12-05 04:07:51,0
3d0eb14d-087e-4245-90c8-a5bd43bccd48,Ahmad Saputra,ahmad.saputra228@yahoo.com,085413579612,1990-01-13,F,Jakarta Timur,-6.212604,106.912478,2022-03-05 09:14:08,1
9b4808aa-32dc-4a85-bb1f-167080465cae,Budi Rahayu,budi.rahayu954@gmail.com,089355001909,1973-03-02,M,Jakarta Barat,-6.13413,106.777796,2023-10-08 13:01:20,0
ce9f7c48-cfc5-48e0-906b-ac021fb7db82,Kevin Utami,kevin.utami6@gmail.com,081244349528,1977-03-18,M,Jakarta Timur,-6.197223,106.882231,2022-08-12 18:36:09,1
b3fb225f-b1f8-477c-9dea-e60b38d68d88,Dewi Santoso,dewi.santoso245@yahoo.com,089193592219,1993-02-04,M,Jakarta Selatan,-6.220326,106.791315,2023-02-05 07:17:59,1
7ba64c9f-d97e-4e74-8440-e828a1095873,Putri Hidayat,putri.hidayat2@outlook.com,085542287985,2000-07-06,M,Jakarta Pusat,-6.156678,106.83803,2023-02-13 14:27:31,0
1b5b2de9-e62a-44aa-ab0b-4e943efcafed,Tari Nugroho,tari.nugroho45@outlook.com,085960103798,1980-12-01,M,Jakarta Barat,-6.140574,106.767584,2023-07-24 07:00:39,1
e8b53668-d131-4a44-a989-895057cf59da,Eko Santoso,eko.santoso361@outlook.com,085396274567,1975-11-15,F,Jakarta Selatan,-6.216826,106.85492,2022-02-19 00:16:45,1
17bf7e5b-9675-49a4-801e-24d0595301d8,Putri Pratama,putri.pratama45@gmail.com,081552358553,1983-09-13,M,Jakarta Timur,-6.20266,106.874028,2023-05-18 11:05:57,1
3f71c7d9-7a8b-468e-b33f-8f537b13fba2,Mega Wati,mega.wati800@gmail.com,089354550177,1981-02-26,F,Jakarta Barat,-6.158152,106.772002,2022-12-08 13:17:05,1
37427c33-fc91-4960-a9fe-a6c3b7bc4dfc,Rina Nugroho,rina.nugroho709@yahoo.com,085779696025,1981-02-24,M,Jakarta Selatan,-6.272107,106.838196,2023-10-01 17:33:09,1
844bde92-216c-4d89-b388-bbd5da5a0679,Dimas Wijaya,dimas.wijaya82@yahoo.com,089449680122,1983-08-20,M,Jakarta Selatan,-6.263336,106.825513,2022-12-14 07:06:03,1
