driver_id,full_name,phone,vehicle_type,vehicle_plate,current_lat,current_lon,current_area,city,rating,total_trips,joined_at,is_active
1a0b12a6-62fc-4e10-a3a6-3f978e6dde9f,Lestari Putra,082419918995,Motor,B 2526 XM,-6.12491,106.850911,Jakarta Utara,jakarta,3.9,2075,2022-10-04 07:58:33,1
9f69a068-d539-431e-be55-654d2d44f29d,Mega Saputra,088673404630,Motor,B 8086 SA,-7.262325,112.738307,Surabaya Pusat,surabaya,3.6,131,2021-01-06 12:48:05,1
5d7e573c-e6df-4ec5-9bf2-785f39fa9908,Siti Anggraini,081180899398,Motor,B 4109 SC,3.563938,98.661218,Medan Kota,medan,3.8,2200,2023-08-21 13:32:09,0
e7586aaa-cc91-4641-b179-050b6114e89d,Mega Pratama,088179491468,Motor,B 2652 YF,-6.144164,106.861325,Jakarta Pusat,jakarta,4.4,76,2022-04-29 04:00:45,1
4d3c4639-bfbf-4cdc-8d97-77c3348f1a22,Ayu Anggraini,086326716654,Mobil,B 1544 YC,-6.104911,106.901851,Jakarta Utara,jakarta,3.5,4040,2021-08-19 08:18:35,1
4b2a5a05-95b1-413e-83d9-6081c884ce19,Maya Wati,089122684033,Motor,B 2595 LY,-7.282858,112.75632,Surabaya Timur,surabaya,3.6,3409,2021-03-15 04:20:37,0
0da82e10-3d0b-4a29-bae1-e4dda907381c,Putri Firmansyah,089130726478,Motor,B 8169 VO,-7.271831,112.697341,Surabaya Barat,surabaya,4.8,3330,2022-10-25 21:39:44,1
4b75dce9-c785-4df1-8358-4023d9b4999c,Dimas Pratama,081990105064,Motor,B 3287 EG,-6.173235,106.86775,Jakarta Pusat,jakarta,4.1,1962,2021-09-13 10:31:56,0
af407051-2dde-469e-ba84-25f8e77afdf2,Wahyu Kusuma,089256450555,Motor,B 8894 MZ,-6.135566,106.778528,Jakarta Barat,jakarta,3.7,1879,2021-07-17 21:21:54,0
989e7ebb-1539-446d-a837-6a5bcfe93bee,Putri Wati,084379067288,Motor,B 2362 PY,3.59071,98.669127,Medan Kota,medan,4.7,2356,2023-06-22 16:54:13,1
7e7f2820-9da3-4f01-bce1-45e359150126,Ahmad Hidayat,087573675680,Mobil,B 4661 XA,3.605899,98.655146,Medan Kota,medan,4.9,1649,2022-12-24 13:58:47,1
b4f37c10-7d9a-44de-a696-78bfda99afee,Bagas Pratama,086137989832,Motor,B 8273 BD,-6.155948,106.78362,Jakarta Barat,jakarta,4.7,4215,2023-08-13 18:26:53,1
c349b768-7f55-4153-97ae-b69c3006a0b7,Sari Setiawan,082633260625,Motor,B 4802 VK,-6.223101,106.855892,Jakarta Selatan,jakarta,4.3,1126,2021-11-29 23:00:43,1
9f5d913b-cf72-411e-9144-bdd762688e0b,Arif Kusuma,082866074629,Motor,B 2247 AD,-6.257231,106.813337,Jakarta Selatan,jakarta,3.9,2260,2021-08-08 05:19:26,1
72161af2-09a3-418c-abb7-f7eb51712d80,Dimas Putra,086670665647,Mobil,B 1205 XY,-6.160948,106.771239,Jakarta Barat,jakarta,4.1,1249,2022-07-09 20:00:15,1
b9417f9b-526e-4442-b588-6146b00d0ec2,Budi Setiawan,084941474607,Motor,B 1437 HW,3.561905,98.638624,Medan Barat,medan,3.7,4963,2022-10-02 21:12:11,1
e1f8f511-f303-43c6-9785-00591158f8a2,Eko Wati,086099240932,Mobil,B 5783 XR,3.597343,98.63052,Medan Barat,medan,4.0,851,2022-11-23 21:55:53,0
b21d1643-a8be-4e6e-845a-d27758bb8495,Rizky Nugroho,089760420820,Motor,B 8473 MN,-7.229901,112.755727,Surabaya Timur,surabaya,4.0,3514,2023-05-26 12:28:31,1
ab6dbb73-c99c-4e51-bced-0c9e29099d6a,Siti Kusuma,088031481923,Mobil,B 8453 WJ,3.579902,98.674574,Medan Barat,medan,4.1,2285,2023-04-27 06:44:36,1
556a4b37-278f-41e5-821a-c93d04679251,Aldi Pratama,084749582495,Mobil,B 3807 BB,3.600367,98.715672,Medan Timur,medan,3.7,4027,2023-10-27 19:11:42,0
c7f8c50b-d49d-4884-888a-223c68a48dc1,Rina Anggraini,089680093188,Motor,B 4842 PE,-7.255518,112.748001,Surabaya Pusat,surabaya,4.5,1426,2021-03-13 19:52:43,1
32cca23e-82fc-4b1b-baa3-c57a2f4516f7,Dimas Kusuma,081897963754,Mobil,B 2012 KZ,3.605668,98.74774,Medan Timur,medan,4.8,3903,2021-07-28 22:33:42,0
68fe7b54-cb00-4f2f-9b13-861579c84ba4,Siti Putra,081629464622,Motor,B 4150 BI,3.578617,98.639645,Medan Barat,medan,3.8,409,2023-01-25 16:26:25,0
3a05ca36-cb3f-46fc-9902-40581b24820d,Eko Saputra,082158369406,Motor,B 3957 HQ,-7.241109,112.742735,Surabaya Pusat,surabaya,4.3,520,2023-06-05 11:58:59,1
945c9f9b-d700-417f-8440-af890dcc2719,Gilang Kusuma,087226474335,Motor,B 1832 MG,3.55049,98.670078,Medan Barat,medan,3.6,4388,2022-07-23 23:32:24,1
b1a2412c-11ec-494e-82a2-990cc273682a,Kevin Saputra,085846362851,Mobil,B 3296 UT,3.618028,98.721595,Medan Timur,medan,4.7,279,2023-10-31 09:50:10,0
6bdbb7a1-a09f-49b1-aab1-9242cd7fe9af,Aldi Rahayu,084273947449,Motor,B 8904 BI,3.577932,98.655977,Medan Kota,medan,3.7,539,2022-04-17 06:10:21,1
0d4c38dc-7483-425f-82f9-ab83f177eefa,Citra Putra,087776141583,Motor,B 1440 AS,3.566491,98.68149,Medan Kota,medan,4.3,2230,2022-06-22 07:36:25,1
a8d03d24-cc6c-4804-bf9b-a7bf1f9b680c,Hendra Nugroho,086142238553,Motor,B 9437 UD,3.621809,98.740284,Medan Timur,medan,3.8,2663,2022-04-07 12:35:41,1
20995d39-7d8f-4b0e-8fd2-3f94ce066485,Eko Santoso,083676229947,Mobil,B 1919 EU,-7.252793,112.749275,Surabaya Pusat,surabaya,4.7,4090,2021-02-19 19:17:13,0
75cde5d3-d480-469f-a0c7-e4492249c9fc,Gilang Setiawan,081542472174,Motor,B 8116 TU,-6.226268,106.913517,Jakarta Timur,jakarta,4.2,143,2022-11-29 05:57:12,1
d46ce118-b1a6-4450-8562-a00333359c53,Dimas Rahayu,088541737742,Motor,B 5563 SG,3.5822,98.63109,Medan Barat,medan,5.0,2207,2023-08-11 14:48:19,1
b501eef7-879e-4fc4-85bf-6fc14bfd41d7,Siti Kusuma,088168879508,Motor,B 7824 UF,-7.261124,112.7682,Surabaya Timur,surabaya,3.7,2667,2022-06-07 11:04:31,1
86f6dba3-1de7-46f4-9b57-8eac6a73cc83,Indah Suharto,085494998103,Motor,B 9541 UT,3.594056,98.635365,Medan Barat,medan,3.6,3154,2021-02-08 21:23:55,1
908eb2da-a563-4b4a-9eb0-644668ac30d7,Ahmad Anggraini,085820490277,Mobil,B 4575 DH,3.568595,98.690747,Medan Kota,medan,4.9,1629,2022-01-21 21:41:03,0
b369e98f-cca7-4dd9-a78f-73bef60777d1,Sari Santoso,084499380882,Motor,B 4094 FX,-6.163857,106.803698,Jakarta Barat,jakarta,4.6,2121,2022-03-07 20:46:14,1
42cb73ed-9da8-47d0-9d66-3d6a9b25ac13,Rizky Hidayat,082254064126,Motor,B 9263 NR,3.586673,98.715099,Medan Timur,medan,3.7,905,2022-07-16 19:01:55,0
929da8da-1f43-42d7-8cb3-e7a44585650a,Dinda Anggraini,088543862494,Motor,B 8190 UW,3.582578,98.630911,Medan Barat,medan,4.8,249,2022-10-21 00:21:23,1
7da66b69-40df-404c-a1f1-64d3584795d5,Dewi Kusuma,085469008820,Motor,B 7437 AE,-7.20073,112.79887,Surabaya Timur,surabaya,4.5,4359,2021-09-15 08:45:16,1
ec048fc3-bfd0-4bbe-b057-fca7ae679e0d,Ahmad Suharto,087016902069,Mobil,B 8998 LT,3.620915,98.735004,Medan Timur,medan,4.1,2707,2021-02-21 03:20:29,1
affa2fa8-9d17-45a9-8398-2d3584910ef8,Lestari Utami,086793283748,Mobil,B 7904 JZ,-7.298111,112.792098,Surabaya Timur,surabaya,4.5,67,2023-10-09 22:43:52,1
e949b1f9-04a0-4960-8d32-c1ae35ba1db7,Aldi Rahayu,086019307232,Motor,B 6085 NN,-7.259036,112.751436,Surabaya Timur,surabaya,3.7,3386,2023-06-24 03:12:38,1
c2d41568-2f7e-4c3b-b5e8-5fe3ba67b596,Citra Putra,082777364046,Motor,B 3867 MD,-6.195401,106.795317,Jakarta Selatan,jakarta,4.7,2261,2021-10-06 03:18:18,1
1a16fc58-4baa-4cf8-89e1-c7fd8d8b3c52,Yoga Nugroho,087656146613,Motor,B 4448 NQ,-7.27076,112.76435,Surabaya Timur,surabaya,3.6,2255,2023-04-19 06:34:12,1
042fffbc-6391-4c3f-944a-b4b5353e42d1,Indah Rahayu,089783846845,Motor,B 1697 XU,-7.286671,112.676332,Surabaya Barat,surabaya,4.5,3697,2021-08-01 21:40:11,1
57e4c046-bd73-4d01-9d83-6cad904ee321,Dewi Kusuma,088815459004,Motor,B 9553 QX,3.568663,98.657393,Medan Kota,medan,4.3,562,2023-06-26 09:57:37,1
08b10782-9349-4107-90be-b2b7f3bde3c8,Aldi Firmansyah,089938240162,Motor,B 4630 WJ,3.624283,98.746329,Medan Timur,medan,4.4,3483,2021-02-12 16:39:04,0
49f8e9b5-4234-4df9-ae0a-f89c05d61afb,Dimas Saputra,082624559267,Motor,B 9914 KF,-7.241216,112.733202,Surabaya Pusat,surabaya,3.7,1797,2021-07-08 22:39:21,1
0450424a-8dd5-4a61-94dc-29d3f669f349,Mega Wati,084974844927,Mobil,B 1139 IT,3.609394,98.655552,Medan Kota,medan,4.6,4691,2023-04-09 14:40:42,1
d20f2e56-620d-482a-bb14-d0ca185fd011,Dimas Wati,083988187911,Motor,B 6078 HY,-6.27827,106.842883,Jakarta Selatan,jakarta,4.6,4223,2022-03-07 02:41:27,1
c6577e34-8a0f-4d06-a13b-6fcf46587064,Lestari Putra,088238056608,Mobil,B 9550 QI,-7.232828,112.746678,Surabaya Pusat,surabaya,3.8,37,2022-11-12 17:28:22,1
6e5a5bfc-04d0-4499-b5ff-070b776bb42d,Kevin Hidayat,084533970082,Mobil,B 4553 AA,-7.25949,112.749829,Surabaya Pusat,surabaya,4.4,437,2021-06-07 11:22:22,0
6dae1b94-f6be-441d-bb0f-4cec0a710a76,Hendra Setiawan,083529833549,Motor,B 5450 BC,-6.186298,106.935835,Jakarta Timur,jakarta,3.7,1425,2023-03-03 21:46:41,1
dfdb3ef0-46ea-41b6-aad0-754dbfae3443,Reza Nugroho,084033055452,Motor,B 8597 LU,-6.195932,106.873788,Jakarta Timur,jakarta,4.5,272,2022-12-08 05:34:38,0
457d7a92-2d90-4487-be67-d7ca4464bc0d,Fifi Santoso,086566264559,Motor,B 1915 VK,-6.157375,106.861521,Jakarta Pusat,jakarta,4.1,3044,2021-12-29 11:30:49,1
63276fb8-9a03-4758-b3ad-e77f4235b7f8,Reza Nugroho,082065303620,Motor,B 8448 EZ,-6.147068,106.841772,Jakarta Pusat,jakarta,4.2,2611,2021-12-30 13:17:02,1
b24cf0f7-a6fe-4c7d-b474-2b8dd7963508,Hendra Firmansyah,086422614625,Motor,B 9845 NS,3.597537,98.698902,Medan Kota,medan,4.3,2295,2021-09-25 11:04:26,1
03c01614-bf07-405e-8e09-f8a91a4f18eb,Ayu Santoso,081349602482,Motor,B 3372 FS,-7.271173,112.689661,Surabaya Barat,surabaya,3.9,4527,2023-08-29 19:19:22,0
db504340-5fae-4595-9028-d4ffbb5de869,Arif Wijaya,082481872042,Motor,B 8591 BX,3.587136,98.74111,Medan Timur,medan,3.6,176,2023-06-10 22:50:13,1
d96ccce9-39d6-450d-b82d-4ad75607883e,Wahyu Hidayat,086153165738,Motor,B 8755 DT,-6.226909,106.930672,Jakarta Timur,jakarta,4.0,2724,2023-01-20 14:07:44,1
4c461b8d-d913-4ccf-909a-44f738b41442,Ayu Setiawan,086352082683,Motor,B 8601 MP,-7.262363,112.731384,Surabaya Pusat,surabaya,5.0,1894,2023-10-05 16:16:42,0
b6d6eb81-36fb-4d09-a393-e01f9a364f16,Citra Anggraini,081363460926,Motor,B 6640 TW,-6.232969,106.962037,Jakarta Timur,jakarta,3.8,1291,2021-07-02 03:28:19,1
cc4f52eb-62f2-4cd5-bf5f-6e960091cae9,Fifi Wijaya,083293844091,Motor,B 5478 QN,-6.173938,106.849924,Jakarta Pusat,jakarta,3.6,692,2021-05-31 13:47:10,1
28adce3e-56dc-45e3-9961-5ddd4d10993a,Kevin Wati,089821477571,Motor,B 2511 FB,-6.134586,106.742101,Jakarta Barat,jakarta,4.9,2088,2022-06-15 09:54:25,1
3dc3ec5d-7222-4f3a-ab80-1d963480ffe3,Indah Hidayat,083880021797,Motor,B 6279 HK,-7.26961,112.692653,Surabaya Barat,surabaya,4.6,3212,2023-04-30 11:37:41,1
b2101504-0be8-442c-85c3-f92492b595a6,Reza Wati,089616344309,Motor,B 4120 OH,-7.280787,112.7079,Surabaya Barat,surabaya,4.1,3823,2023-11-26 11:39:19,1
bfb7a8cb-faea-4e74-b205-cedcedc83fda,Wahyu Setiawan,081171121822,Mobil,B 9861 HG,3.586269,98.673186,Medan Kota,medan,4.7,4322,2021-10-15 12:07:21,0
0f3f2577-919e-4119-8a28-5ddde3e59c8e,Aldi Suharto,085558908198,Mobil,B 6743 HC,-6.145363,106.797143,Jakarta Barat,jakarta,3.6,369,2021-07-31 03:32:18,0
f39a9d1e-82f5-4ec7-b769-588fc0ce9fbd,Tari Kusuma,087052828992,Mobil,B 2160 IQ,3.622636,98.722172,Medan Timur,medan,4.4,524,2021-10-01 07:03:15,1
6540a0b2-0677-4eb6-904a-1dd75bbe5670,Mega Pratama,088776516329,Motor,B 5515 OI,3.593384,98.697551,Medan Kota,medan,3.5,2744,2023-05-07 10:34:28,0
2413a381-70d5-412d-8106-48d2622edfa9,Yoga Wati,083169675451,Motor,B 6909 IK,3.640332,98.714127,Medan Timur,medan,4.8,1396,2023-04-03 22:18:07,1
3690efee-88f9-48cf-8683-31a7940fe1d9,Eko Pratama,081479987656,Motor,B 3234 FX,-7.259025,112.746264,Surabaya Pusat,surabaya,4.4,1603,2023-08-14 19:13:30,0
cd5c9e04-586f-49de-934b-fe596c162c0a,Eko Wati,089543130703,Motor,B 2902 JV,-6.130859,106.748564,Jakarta Barat,jakarta,3.7,4838,2021-03-29 03:46:40,1
ab51c41e-5ae1-4d1f-8ec9-4c7a3c568939,Dinda Wati,084393734848,Motor,B 3866 QG,-7.297977,112.680929,Surabaya Barat,surabaya,3.7,4648,2022-07-29 22:04:19,1
4409efd8-02c8-464e-9e4c-9bb8dc7bb815,Wahyu Wati,086714140199,Motor,B 5851 TC,-6.15433,106.841337,Jakarta Pusat,jakarta,3.6,3402,2023-06-17 12:09:21,1
040b1289-ddea-488a-af9b-4169741e377c,Kevin Nugroho,086329197896,Mobil,B 5471 XM,3.612007,98.727865,Medan Timur,medan,4.2,1721,2021-01-04 01:41:30,0
1d9214d6-903d-4027-be93-6651b2a23b6c,Dinda Wati,088033568616,Motor,B 3233 PT,-6.142281,106.856747,Jakarta Pusat,jakarta,4.7,465,2022-09-21 04:14:15,1
4062259a-e1f2-4215-82c9-6c9c060051e4,Ayu Suharto,085698766745,Mobil,B 7341 GV,3.558885,98.65498,Medan Barat,medan,5.0,4211,2022-12-15 00:15:56,1
ea396329-67cc-4a44-a8ac-c8f021d261f0,Putri Anggraini,088834205171,Motor,B 7268 PI,-6.17201,106.830754,Jakarta Pusat,jakarta,4.0,2392,2022-05-01 03:12:08,1
3bcac340-92f0-4927-a385-47ab3e9118fb,Tari Anggraini,085761835748,Motor,B 4324 NQ,-6.263601,106.832914,Jakarta Selatan,jakarta,3.8,1939,2023-10-25 14:34:38,1
475bc927-9ba1-4d5d-b1ae-ef40c74422be,Nisa Santoso,087649311181,Mobil,B 8242 JB,-7.296572,112.764591,Surabaya Timur,surabaya,4.2,2367,2023-04-02 04:28:33,1
c6d56b83-8638-45ee-b670-ba7da00113ae,Fifi Nugroho,082375516472,Motor,B 9859 ZI,-7.24945,112.742481,Surabaya Pusat,surabaya,4.3,2620,2023-12-22 15:06:57,1
ef2ffbf1-1edc-4f75-9328-33b9704b261c,Maya Saputra,083076223246,Motor,B 1230 OU,3.584819,98.633617,Medan Barat,medan,4.6,1684,2022-10-24 05:38:09,1
3d1bb6cb-9835-47f7-82f3-ad0b2912895d,Tari Wati,086043542857,Motor,B 3797 GM,-6.276449,106.794533,Jakarta Selatan,jakarta,3.8,4158,2021-05-29 10:05:47,0
8b78391e-f5c5-47c0-bf92-ba67df295d5a,Dewi Putra,082038471901,Motor,B 8779 HN,-7.206386,112.753979,Surabaya Timur,surabaya,4.1,4921,2023-12-30 19:33:36,0
f01a2cf7-406a-488f-9887-1bd0207b654a,Nisa Putra,088668831220,Motor,B 7238 FM,3.590487,98.691289,Medan Kota,medan,4.1,784,2022-02-25 17:40:43,1
7309591a-f2d8-4574-84ad-7fdc89585ac0,Mega Utami,087315509074,Motor,B 8293 GF,3.592161,98.733201,Medan Timur,medan,5.0,919,2021-08-03 10:45:38,0
08955f14-698b-4e7c-bad0-c65fa9cbccab,Arif Utami,086697350727,Motor,B 7604 YE,-6.27148,106.818345,Jakarta Selatan,jakarta,4.2,905,2022-10-29 02:57:20,0
973130f6-86ad-4453-921e-9700a91af719,Sari Wati,084329397935,Mobil,B 8998 QN,-6.131818,106.789683,Jakarta Barat,jakarta,4.6,3675,2023-02-17 01:27:28,1
f38a5617-70be-417a-b0b1-302e911883b4,Hendra Wijaya,082612318587,Mobil,B 2734 EX,-6.164988,106.767887,Jakarta Barat,jakarta,4.1,3911,2022-01-22 17:22:43,0
e67eafe0-f1ca-4789-b447-687f3f2aad2d,Tari Wati,087471234358,Mobil,B 2658 WW,-6.165532,106.85093,Jakarta Pusat,jakarta,4.1,4989,2021-07-15 00:17:54,0
ac6f7645-3fe6-45b2-bcb7-d6217b839ff1,Mega Utami,087441365924,Motor,B 2256 SP,-7.231097,112.732906,Surabaya Pusat,surabaya,4.8,4746,2021-11-29 07:45:21,0
e53334d7-b32d-4d93-9428-fe165ef22e6d,Dewi Rahayu,081820829801,Motor,B 7403 CA,-7.254698,112.668617,Surabaya Barat,surabaya,4.4,552,2021-07-29 18:10:37,1
cf053b2b-a078-4035-ac79-1efdad4abc75,Mega Pratama,088786075415,Motor,B 9042 NW,3.565763,98.662916,Medan Barat,medan,4.4,3836,2021-12-21 15:20:51,1
8e8373be-7622-48a2-ab2f-f66810234595,Lestari Hidayat,086769408270,Motor,B 1454 CI,3.599769,98.638099,Medan Barat,medan,4.9,1665,2022-06-13 15:12:29,1
bbf16c10-8c99-4acf-a698-89835a05486b,Putri Santoso,086819717833,Mobil,B 3323 YX,3.622941,98.713386,Medan Timur,medan,4.2,3581,2022-02-07 23:34:21,0
8001e3fb-ca97-499a-82bf-c30d6fc2c12f,Nisa Santoso,089252327629,Mobil,B 5111 DH,-7.21381,112.765379,Surabaya Timur,surabaya,3.6,201,2022-09-15 16:18:58,0
da8fd31e-15cc-43d8-89b8-a3b8fb316711,Tari Nugroho,082892588958,Motor,B 6464 DG,3.600694,98.692904,Medan Kota,medan,5.0,2915,2022-09-30 22:17:09,1
fbd9758e-c808-4427-92c3-044fe8c98d69,Citra Setiawan,081163989428,Motor,B 1959 NU,-7.294789,112.782861,Surabaya Timur,surabaya,4.0,4873,2022-07-21 03:55:42,1
18248fdb-3386-4094-9e29-98b68ff7b66f,Eko Hidayat,083140434355,Mobil,B 6281 AK,-6.166219,106.945039,Jakarta Timur,jakarta,5.0,2417,2021-11-22 12:51:02,1
e47a933e-7804-4d48-b78a-8cac248842c7,Sari Suharto,085934471441,Motor,B 1911 MW,-6.248993,106.887419,Jakarta Timur,jakarta,4.3,3712,2022-06-06 17:41:08,1
53713aab-6085-441d-8ecf-ccbe2c2a3422,Siti Putra,082838675535,Motor,B 8717 UZ,-7.273734,112.709344,Surabaya Barat,surabaya,3.6,2699,2022-08-09 13:40:36,1
c2a0d67a-06d5-4057-afeb-a5eb7fcb2511,Dewi Rahayu,087761667483,Mobil,B 6213 VE,-6.160559,106.867089,Jakarta Pusat,jakarta,3.9,195,2023-09-11 11:43:13,0
9252fb4a-27ab-4d38-9fdd-414adbfb5ae6,Tari Firmansyah,089259631247,Motor,B 8435 KP,-7.258182,112.672124,Surabaya Barat,surabaya,5.0,2129,2022-04-21 14:58:20,0
2c6696ef-97eb-4987-b631-58da4eca11c5,Dewi Suharto,088126108729,Mobil,B 6088 FI,-7.23538,112.741446,Surabaya Pusat,surabaya,4.6,515,2022-03-16 03:11:18,1
ee91ef87-aab4-49a9-be7a-d16c410223b9,Yoga Wijaya,086416751982,Motor,B 3901 WE,3.564542,98.646166,Medan Barat,medan,3.7,2720,2022-10-18 12:43:25,0
3d999a29-4576-490a-ab51-f554937bc0f2,Putri Pratama,084523051623,Mobil,B 9899 VC,-7.284315,112.768772,Surabaya Timur,surabaya,4.8,4293,2023-11-19 04:33:48,1
7ab6a707-0715-44a9-9b9d-872080e5bae0,Maya Firmansyah,088161266573,Motor,B 5895 NT,-7.229515,112.769463,Surabaya Timur,surabaya,3.7,964,2023-12-11 23:57:09,1
